,Player Name,Goals,xGoals Shot,DP Passes Made,Cr Crosses Made,CA Regains,HP Regains,BMP+,Possessions,On-pitch xG Generated,ST Involvement,BU Involvement,Ma Involvement,Player Points,Average X,Average Y,Team
140,John MIKEL,0,0.6659493872199146,43.24649999999999,0,8.115247996372336,12.259331249999937,30.562864897999997,58.04545454545455,20.50867939373103,1.9090909090909092,12.590909090909092,23.681818181818183,0.08523231349598072,-6.464374248418809,-0.16527142427315636,Chelsea
141,John TERRY,6,3.490609904757646,68.9205,4,24.477052406281118,6.733162500000001,35.616256998,72.16129032258064,52.98388404418124,1.3548387096774193,4.741935483870968,35.935483870967744,0.10638346039130811,-14.666083636237019,-13.576969075147712,Chelsea
142,Jose BOSINGWA,1,0.3405143452313014,54.26250000000001,125,18.481518979466113,8.320543750000013,41.69564093499999,66.0,35.39802402422898,8.074074074074074,16.77777777777778,18.666666666666668,0.06813689618152925,0.8426251326857704,21.738734768924175,Chelsea
143,Nicolas ANELKA,1,1.2711607504198543,1.1395,21,1.4769183013787215,1.4649999999999999,10.622567447,30.22222222222222,8.708566435443327,7.888888888888889,11.333333333333334,4.777777777777778,0.16943088176349191,15.338867151642745,-0.20588743787567865,Chelsea
145,RAMIRES,5,5.008647112081384,18.807000000000006,43,14.842879868150346,14.480375000000103,41.52591841,47.9,45.871248417769,7.5,13.833333333333334,9.133333333333333,0.2032748250427656,7.4359238619117285,12.50455868594667,Chelsea
146,Salomon KALOU,1,0.9651239300826471,2.822000000000001,3,0.8980978260869512,0.8054999999999992,14.263620598,29.0,9.91446454978322,6.5,9.75,4.416666666666667,0.140620048633581,12.964583412706117,-6.357623705747652,Chelsea
147,Alan HUTTON,0,0.387757281987144,95.96750000000002,81,11.917939295026423,13.59493124999999,36.58269194,53.32258064516129,35.75014860150289,6.225806451612903,9.806451612903226,9.64516129032258,0.036477899908128004,-0.7581148965810249,24.169327428384538,Aston Villa
148,Ciaran CLARK,1,0.7411483348480241,26.718000000000004,5,7.349936857323149,10.677612499999993,15.948110561,49.733333333333334,14.394330851214843,4.133333333333334,11.466666666666667,11.6,0.048158242671528545,-1.2159723609821422,-8.350778238198853,Aston Villa
149,Darren BENT,9,9.407644809225586,4.6194999999999995,8,1.438377497183285,5.0345000000000075,20.202933777000002,26.59090909090909,27.288636161980705,5.090909090909091,5.136363636363637,2.5454545454545454,0.27621506572717597,17.17764049842642,1.9895165065494174,Aston Villa
150,Darron GIBSON,1,0.8403146224352237,18.513000000000005,11,2.2295514845426365,6.5327124999999535,19.710261674,56.666666666666664,15.028983663437172,6.416666666666667,17.25,12.166666666666666,0.1537295652644691,0.3911175037571876,0.9980742404816177,Everton
152,Diniyar BILYALETDINOV,0,0.6948323065412968,5.0355,29,0.798729982363249,2.0244999999999997,9.965810251999999,30.0,9.058653198975655,7.5,8.6,3.4,0.06368183446451815,13.114265966523723,-16.402489169829067,Everton
153,Gabriel AGBONLAHOR,5,5.3454140899734695,13.3255,79,4.08148517448338,8.268268750000058,37.66065794199999,35.45454545454545,33.81118946563741,7.090909090909091,8.848484848484848,2.787878787878788,0.1418257117804235,17.892203585734386,-11.543734866002747,Aston Villa
154,James COLLINS,1,2.3799892850579605,172.50900000000001,1,26.342671628896316,4.371999999999991,20.502896676,47.5,33.21229688933305,0.875,1.46875,14.0625,0.05388091741808651,-19.1973913916309,9.077256109942757,Aston Villa
